review,sentiment,length_cat
"Bought it for my 13"" Macbook Air after I spilled tea on my last Air and had to replace it. It really doesn't fit well, it shifts a lot, it makes typing, particularly if you have longer fingernails, very annoying. It also leaves an impression on the screen if you close the computer with it let in here, and the computer will not close properly.",0,1
It is the perfect size for my desk; my Logitech g500s loves it. Exactly what every mouse pad should be.,2,0
"Ok tablet.  Locks up way before battery goes dead.  Been playing with this 3 days, battery life per charge is around 3 hours if you're not just watching movies.  Haven't been able to get through an entire discharge cycle yet without the PoS locking up.  Most of the time, holding the power button down and forcing it off works, but tonight I had to wait about 10 min before that would even work.I wouldn't say it is worth 1/3 the cost of a Samsung Tablet.  Probably should be priced about $75 for what you get.",1,2
"Doesn't hold a charge. When charged, lasts about one half hour. This battery is complete junk. Would not buy again.",0,0
"I've owned a few super-automatic coffee machines including Saeco and also a Jura-Capresso F9.  I loved the F9, though I had to return it for service three times in about five years.  We do use very dark roast, oily, Starbucks beans so maybe that had something to do with it.Anyway I've moved my F9 to my office and purchased a new C5 for my home.  The coffee is exactly the same as the much-more-expensive F9, in the same form factor.  The difference is that this C5 does not offer as many bells and whistles as the F9 -- which is fine for me, because all I ever drink is regular coffee.  And the coffee is outstanding, always with a wonderful crema on top.I have a few complaints (consider it's a thousand-dollar coffee maker):1. The coffee dispenser is not high enough above the tray to fit a travel mug.  A 16-ounce coffee cup is about the tallest that will fit.  So to fill a travel mug, you have to hold it tilted while the coffee is dispensed.2. The machine can't ""remember"" your preferred strength of coffee.  There is a dial that resets to ""weak"" every cup, so every cup you make, you press the button to start the process and then you have to turn the dial to the right to either ""medium"" or ""strong.""  It's silly, but why should you have to do this every cup you make, day after day, year after year, when it could have so easily been addressed (other settings can be saved.)3. Customer service is very spotty.  I called once and was given incorrect information, then followed up two more times and had to leave voicemails because nobody was available, and my calls were never returned.So the coffee is wonderful, but my recommendation is subject to the caveats above.",1,2
I just purchased my first sonic cleaner with a bottle of the Layman Turbo Sonic Gun Parts Cleaner. I am using a very good heated cleaner but was probably expecting more from this unit than reality delivers.  What I have experienced  so far is the cleaning solution mixed accordingly to the directions will wash away anything  loose enough to wipe free with a cloth. Things like baked on carbon/powder or excess lead in the barrel just does not come clean. I have run the cleaning process up to 8 times and still have to manually clean my firearm. I tried putting my pocket knife in this solution to clean away any excess oil or dirt that collects around the blade and spring area. To my amazement my pocket knife did not come out any cleaner in those areas than before I put it into the solution. This solution does leave a nice protective coating on the surface of metal parts but I always apply gun oil to all surfaces upon removal from the cleaner. I tried this solution to see if it would clean used brass particularly in the primer pocket area and it did loosen up the dirt but I had to use a q-tip to actually remove the fouling. I will be testing other cleaners before I settle on using this product again.,1,2
"IT DOESNT WORK!! This is a rip off. Cheaply made as well, had bought the NYX eyeshadow pencils and nothing was big enough to sharpen them, I waited because I didn't want to spend so much on this thing!!!! I bought one at Sallys Beauty Supply for $1.99 that has 3 possible widths for your pencils.....worked like a charm...DON'T BUY THIS ONE!!",0,1
I decided to try one of these rather than keep having to scrub the steel muffin trays to save some time. I have tried these with and without cooking spray but still have encountered where they have ato be throughly cleaned as you will end up with a oily spot inside the cup. The only way I've found to get rid of this oily spot is to vigorisly scrub it with a Scotch Brite backed sponge. This shouldn't have to require that much to produce a clean surface when I have other silicone items that clean up easier. The dishwasher doesn't seem to completely remove the oily spots. It works well otherwise but you will still have to make sure it's throughly clean before use so it's not much different than using steel trays.,0,2
I have used this brand of soap sense 1972. Need I say more. But I will say it has gone up 300% sense I started using it.,2,0
"It does what it is says its does.  This is designed to be an adapter for devices that sit in a hot shoe or a 1/4 screw for cameras, flashes, tripod mounts etc.  It goes both ways as you can screw it on one end or hot shoe it on the other.Just be mindful that you are not attempting to place something in the hot shoe that requires a connection to your device as this is just a piece of metal / plastic and it won't transmit your device &#8230; obviously I hope by looking at it you would not try this&#8230; I was disappointed as photographer I let borrow one of these did exactly that&#8230;Anyways, Good Price decent quality as with any thing low price / cheap don't over tighten and be mindful of it and it will perform fine.",2,2
"this chair is great, very comfortable and lets my back breath with out feeling too hot.  easy to put together, and arrived super fast.",2,0
"I guess when they say ""stick and scratch resistant"" they mean that the pan resists being scratched by a stick!  Everything sticks to it so they must mean the other kind of stick from a tree!!",0,1
Very cheap and a perfect fit for my flasks. They don't spill and they don't leave a metal taste. All around good product,2,0
its ok I really can't rave about this product I use it every once in a while sometimes it feels a little sticky,1,0
"What a cute idea.  What a nice looking product out of the box.  The packing materials could be improved upon.BUT...does it work?  I was so excited to try this teardrop shape out and here's what I got.Weird resulting hair.  I wrapped my hair around the barrel as instructed and I got a resulting tangled up mess.  I've never used a curling iron without a clip, so I tried it again and again. I even watched YouTube videos and alas....this curling teardrop shaped iron does nothing for my hair.  My hair is shoulder length. I did notice that the girls using this curling iron with success had extremely long hair....halfway down their backs and it wasn't layered.  This made my hair just shoot out from the scalp in crazy mix-matched ways.  It made me look like a crazy old lady.  I think you need hair long enough to wind around the rod 7 or 8 times.  Mine goes around 3 or 4...and the result is a squished piece of matted hair.(and hey...the instructions say to adjust the heat...but HEY you can't.  There is no heat adjustment!!  The glove does work to ward away heat but you can't hold your fingers against the iron for very long even with the glove on)  The packing materials could be improved upon.  The wand is removable and you can use the base and attach different attachments sold by Remington.  Why not just sell the item with several different wand choices??  Perhaps I just need a different wand...but hey who's going to purchase another attachment on pure hope that that's the problem?",0,2
"I have owned this watch for a little over a year.  Style wise, it was exactly what I was looking for and it had all of the bells and whistles that I like in a watch.  Unfortunately, it's poorly constructed.  Just after the year mark (so I was just outside of the warranty), the analog watch hands stopped working.  The watch band is also starting to fall apart. A watch of this price should last longer than a year.",0,1
"Has a lot of sucking power, I bought this mainly to clean my car.  The blower function works pretty good, but I have an email pending the manufacturer because when using attachments on the ""blow hole"" I noticed there is a backwash of air from the pressure and I can feel air coming out of the seams around the canister. This might be normal due to the high pressure, so I need to find that out.With all the power that it has, when using the micro attachments they really don't seem to do all that much. Maybe my unit doesn't have a good gasket seal or something, but I have a feeling the unit is NOT defective and works as designed.I used this to dry my car as well, it works pretty well. Not quite powerful enough to blow the water off enough to avoid tiny water spots. Maybe need some practice. But the blower unit is really great for detailing the car because it will get your car clean like it was new because wiping with a microfiber towel still leaves dust, but this unit does the job well. The vacuuming is noticeably more powerful than my dyson.It is made in the USA supposedly, which is a big plus.  It is ODD to me that it has no way to lie flat on the ground like others have said. You have a shoulder strap which works fine, but like me, if you're cleaning your car outside or in a garage you need to put the thing on a towel to avoid the canister getting scratched to hell.So assuming that this air leaking around the seam when blowing is normal, then I will keep this thing.",1,2
I got two. Nice color and it dose the job. It's good enough for 4 years of use at least or possibly more.,2,0
"Looks like a rejected prop from a 1970s TV show, but it does the job well.  Sturdy and easy to write on with a permanent marker.  I'd buy the same make and model again if I needed to.",2,1
"I read a lot of the reviews for this product and I was a little nervous to purchase it. I liked the price and I decided I would take a chance. I am glad that I did. This is not the nicest keyboard you will ever use. It feels a little funny and it doesn't look great, but it gets the job done. I use this computer for my mac mini. Whenever I need to type something it works fine. If you are looking for a functional keyboard for a mac that is a good price and has a ten key than this keyboard is for you. If you are looking for a really nice looking keyboard that feels great when you are typing then it probably isn't for you. In the end you with this product you get what you pay for.",1,2
"These lashes are very dense and I don't think they can be worn to pull off a natural look. Its more suited for Halloween, dramatic makeup looks, stage makeup and drag makeup. I purchased these because they were inexpensive and I had wanted to practice applying lashes. I didn't like that they felt so heavy and they lifted at the sides.Bottom line, if you want to practice applying lashes go for it but you are looking for a normal look, these are not gonna give that",1,2
"This is a very well crafted hunk of camera gear.  Holds my camera with a 400mm attached very securely.  Really does work well.  Could be just the ticket.  For someone.  Not me. I have two problems with it. Most importantly, it has a pretty limited range of motion if I am understanding it properly.  Basically I can either mount my camera forward or backward. Forward only allows me to take a picture level or down.  Backward only allows me to take a picture level or up.  Makes me claustrophobic.  I need a better range of motion. I do not want to have to re-mount my camera each time I decide to go from taking a picture high and low.  I live on the 34th floor of a building.  I mostly take pictures from my balcony.  I have to decide, do I want to take pictures of pretty clouds and other buildings or do I want to shoot low to the street.  With my cheaper tripod mount I could shoot up or down without re-mounting.  I have have this mount for about a month.  In total I am not thrilled with it just for its lack of motion.  The other problem I have is with they actual mount clip that screws on to your camera. It is not ambidextrous.  Must be mounted facing a certain direction.  Kind of a pain. This may be common to all good head mounts.",1,2
"difficult to give specifics, but they do charge quickly and are easy to install - work well, I am glad for the recommendation.",2,0
"I bought this as a ""compromise"" with the Dinovo mini ($100), which looks beautiful  and the Rii ($20) which is dirty cheap. It turned out it is certainly not a compromise (I have never had the Dinovo in my hands but I did use a Rii):Pros:1. The looks are not bad.2. The size is perfect for my hands, the Rii is too small.3. Is very reliable, I can use it across my room, (10 to 20 feet).4. Wakes up my HTPC from sleep, the Rii had problems on this department.5. In my opinion the air mouse capability works a lot better than the small pads in the others.Cons:1. There are no Function keys2. The mouse middle button between the arrow keys is questionable, it should be ""enter"", so I guess it will be really nice if the buttons can be reprogrammed.3. It is easy to loose track of the mouse pointer, and start contorting yourself to place the pointer where you want but with little practice you learn how to avoid this.",2,2
"We love the modern lines of this set. They are simple and yet elegant. This is a set that can be used for your everyday meals, but can be dressed up with chargers and mixing and matching with other sets and embellishments (tablecloths, napkins, & napkin holders).I love the size of the bowls. I used one to heat some frozen mixed vegetables for the entire family. It was just the right size and the colorful vegetables looked so beautiful set against the white.Notes:-Microwave and dishwasher safe-They seem quite sturdy, but of course time will tellManufacture:I could not find out where the dishes are made. This is why I took off one star. Granted the Amazon Vine label covered up the bar code on the bottom of the box, and that may be where the information was noted. I tried to peel the Vine label off, but was not successful.In this age where people really want to know where an item is made, I think the information should be clear. I checked Francois et Miriam on line, but could not get any information regarding where the items were manufactures. So, my guess is that they are made in China.If someone has more success in finding this information, I would greatly appreciate it if you would note it in a comment to this review. Thanks!Udate: These aren't incredible sturdy. I dropped one while washing it and it broke. I didn't drop it from a long distance and it hit another dish of the same material. Granted this is porcelain.",1,2
"This film is definitely not for anyone who is especially fond of the independent, delightfully manipulative and clever boy who was the brain child of Samuel Clemens's classic.As one example, the book has great  fun with the scenes involving Aunt Polly, a simple minded soul who thinks  herself quite clever, and the genuinely shrewd Tom, who plays on catering  to Polly's illusions about her own wit. This is a far cry from beautiful,  intelligent Celeste Holm's portrayal of Polly - and the family's poverty,  clearly seen in the book, disappears, as the Sawyers occupy a beautiful  home and are close friends with wealthy Widow Douglas.Some of the plot  is distorted in ways that remove the charm of the original. Tom's taking  off to &quot;play pirates&quot; after Becky jilts him is changed into a  troubled kid's escape after Aunt Polly tells him how &quot;no good&quot;  his father was - the humour, and the engaging portrayal of adolescent  &quot;first love&quot; is gone. The theme of Tom's learning responsibility  is overworked, and sequences that are hilarious in the book (Sunday school,  classroom, etc) are largely left out. The enchanting Becky Thatcher is  reduced to a tomboy. And isn't much of the picnic sequence ruined when a  gathering of kids is changed to a song-and-dance outing for families? (Tom  Sawyer is quite realistic in its setting forth that kids are far more  concerned with themselves than fretting about parents - let's not turn it  into a commentary on &quot;family values&quot; a la 1990s political  correctness.)Johnny Whitaker's singing voice has all the appeal of  chalk squeaking on a blackboard. His rendition of &quot;If I Were God&quot;  (aside from its text having nothing to do with the story - Tom's only  church interests are in time to play with his pinch bug) is pure purgatory  for the listener.",0,2
"Sure, 6 dollars is cheap, but if it could be 10 cents instead for a single clasp, It'd be great. I only needed one, and never plan on needing another. What am I going to do with 29 extra clasps? The one I used though connects and disconnects easily, no slipping and not too tight. They work well.",1,1
"These units work fine but they are WILDLY overpriced.  You can get the same hardware for less than $100 if you buy theUbiquiti Networks PICO2HP 2.4GHz 802.11bg High Power.  It is exactly same hardware. And the Ubiquiti unit has better software.  This unit is configured to act as a mesh hub and must ""phone the mother ship"" every time it boots. It also needs to be configured through the vendor's website. The straight Ubiquiti unit is much easier to configure and generally more flexible.  I see no reason to buy this unit rather than the Ubiquiti one unless you really need the mesh capabilities.",1,2
"I had to return it twice to finally get a unit in with the touch screen was calibrated properly. In the first two units, the bottom right of the screen won't register touches properly and I had to touch more towards the center to ""touch"" the bottom right.I have had the watch for about 2 weeks now. Using it daily. The watch is pretty much like a secondary screen that can be made to display all or a selected few categories of the Android notifications that you get. Quite handy when you get Facebook, SMS or other messages when you are in a meeting and the phone is in your pocket. There are a few good free and paid 3rd party plugins that make the watch even better. Search around and install them.The watch UI is not super smooth, but it's also not terribly slow. Definitely usable. I can leave the watch connected 24hr/day and it lasts for about 3 full days. Pretty impressed by that. The phone is a Nexus 4, which I think supports Bluetooth 4.0 which is supposedly more power efficient.The only two cons that bother me the most:* To go ""back"" from an ""app"", you have to do a double finger tap or a ""pinch"". There's no other way to go ""back"". So, it's impossible to use when you are holding a coffee in your hand or something similar that prevents you from using two fingers at an angle. Only one 3rd party provides a ""back"" button in the UI. But that's an exception, not the norm. Certainly not for the apps from Sony. I wish it came with a back button on the side. The button on the side that's there in the watch only toggles between ""time"" and ""app screen"" when the screen is on.* The watch is almost useless in daylight. You can squint real hard and make things out. But at that point, I might as well just take out the phone and check it out. But it's still quite handy enough indoors that it's worth keeping.Long story short, at this price ~$95, it's quite a useful/productive device.UPDATE **** 5/11/2013 ****My 3rd unit just died on my one day before the return period expired. So, I returned it and got my 4th unit. The 4th unit came without any calibration issues and worked well, but about a month and a half later, the battery just died abruptly. It won't hold any charge for more than 30 mins even after a day of leaving it charging. Looks like the watch can get to this state if you completely drain the battery (and cause auto shutdown) when everything is working properly. So, if you have one that's still working, I would recommend not letting it go below about 25%.This had a lot of potential, but SONY seems to have ruined any possibility of success by having terrible quality checks for the product.",0,2
"This is handy to hold a goo & enough water for a &lt; 1 hour run.  Just know you will be drinking warm water in 25 minutes on a warm 75 degree day.1. No thermal layer between bottle & hand.- When the water is cold/has ice, your hand will be very cold!2.  Clear plastic & no thermal layer means ice melts fast & water warms fast- Do not expect the water to stay cold for long at all3.  Mouth is a bit too small for standard size ice.- I have to use smaller ice than I would like, which melts quickly",1,2
"Pro: great sky blue bright high end frequency response, typical JBL signature. elegant design.Con: VERY weak low end frequency response making this center channel speaker sounding weak paired up with full tower speakers. the plastic casing particularly doesn't help either.this speaker will bring out good high end details in movies that typical mass market speakers tend to miss, however, when it comes to low end punch, and explosions.... you'll definitely feel a ""hole"" in the spectrum. the matter becomes worse when certain dialogues are low end frequency, which makes it hard to discern. certain low end action sound effects like motor cycle engine will produce a weak ""pop"" sound as oppose to the true low punch thumping sound you'll get from a sound of pistol firing. all this can be improved if you have a very good receiver that can balance and calibrate your speakers to make up for the holes in the weaker spectrum. but you can put a lip stick on a pig.. it'll still be a pig. i paired up this JBL voice center speaker with two floor standing JBL Venue Stadium for front left and right, and two JBL Balcony speakers for surround, and a JBL Sub 10. i use a Pioneer VSX 1121K, which does a good job of balancing the speakers and masking the weaker low end spectrum of the JBL Voice. but at the end of the day... in certain situations you still notice the weak hole below 110hz. but consider the price i got it for...roughly hundred fifty bucks a few years ago... it's really not too bad. i do plan on upgrading in the future to a fuller center channel speaker covering fuller spectrum and wooded outter casing.",0,2
"This is a really nice iPad case.Soft durable neoprene material with soft lining.Top zippered closure. Offers solid protection for your iPad.Front zippered pocket allows you to carry along small items like the camera adapter, sync cable, power adapter, head phones, etc.My iPad fits very nice in this case. Sleek, slim, cool !You will like it.",2,1
"This light is nicely bright but I'm going back to my Mighty Bright clip-on for two reasons not defined in this description.  This light has its good points, but overall wasn't a keeper. A power outage at my son's house prompted me to loan him my Mighty Bright light for his detailed artwork.  He loved it so much I'll never get it back so I ordered this one.For one thing it doesn't have a spring clip and although it's adjustable and fits on the naked Kindle 2 just fine and also with the case, it doesn't expand far enough to fit on when the case is folded back and you have two case thicknesses.  You can fasten the light to the case doubled back and not to the Kindle at all and it fits, but then the unit sits in its stand all cockeyed which I found annoying.  If I just put the light on the Kindle itself and one thickness of case (the back part), I have to let the cover dangle free off the stand which gets in the way of things and tends to get tipped over.Secondly, I found it more awkward to turn the light on and off because of where the slider is positioned and how flat it is.  I found it somewhat difficult to change its setting without disturbing the Kindle on the stand and needed both hands, one to secure the Kindle and one to turn the light on/off or change brightness.I wasn't happy and gave it to my daughter for use with her Kindle, however it turned out that since hers is the newer model Kindle which is thinner and she doesn't use a case, the attachment is too wide even at the narrowest setting and wiggles around.Because of this specialized attachment method this light has less flexibility than the Mighty Bright's spring clip.  I will be ordering another one of those.  The Mighty Bright's on/off/brightness setting is also easier to use.I recommend this light for someone who mostly holds their Kindle 2 for reading rather than putting it on a stand and doesn't fold the case cover back.  For me it didn't work out.",1,2
"I got this cable in an attempt to extend a bluetooth dongle into another room - a wall was in the way, so I ran this extender around it to get it closer to a workstation without attachments. It would work, sometimes, but I lost a huge amount of the bluetooth range because this cable doesn't deliver the full voltage across it very well. It is of course a distance thing, and I was just giving it a shot to see if I could get enough juice over an extender to run a bluetooth adapter, but the cable was too long.I'm not sure I could have gotten a cable from anyone else that could have delivered enough juice, though. So don't let that hold you off from buying it.",2,2
"Good news:1) Bright Light2) Good construction3) Batteries includedBad news:1) Poor design2) Won't mount on rear bike rack (included seat mount's don't work if you have a bike rack)The mounting bracket is rotated 90 degrees (1/4 turn) the wrong direction to mount horizontally on the standard rear bracket on a rear bike rack where your rear reflector normally mounts. To make it work you have to bend your mounting the bracket 90 degrees. It should come with an adaptor. You can't mount on your seat shaft if you have a seat storage device mounted, so those two included options are useless. Fix this and I would give it 5 stars!!!Found out from another person on Amazon that the vendor makes the required piece of plastic for mounting their light to a rear bike rack, BUT THEY DON'T TELL YOU THIS $3.40 IS REQUIRED TO MOUNT THEIR LIGHT ANYWHERE BUT ON A SEAT POST! This $0.25 piece of plastic should be part of the kit I already bought. The fact that they have this piece and don't include it, and don't tell you that you MUST have this to mount their light on your rear bike rack AND DON'T TELL YOU, but instead rip off their customer for ANOTHER $3.40, tells me that they are dishonest and I will never recommend or buy from them again and lowered my rating to a ZERO/ONE for this dishonest method of marketing this product.",0,2
I can't tell you enough how great this product is.  This is my 3rd one - one for me and one for each of my daughters.  Tried other makes and models but this is by FAR the best one especially for the money.  I would highly recommend this to any popcorn lovers out there.,2,1
"This keyboard and mouse combination is -very- similar to what comes included with a low-end desktop PC. In fact, the Dell I'm currently using at work has a mouse that is virtually identical, while the keyboard is pretty close to the same as this one.They do the job, no surprises, no fuss. Standard size and layout of the keyboard, and pretty much what you would expect for a basic 3-button scrollwheel mouse.My only complaint, and it is minor, is that the combo seems a smidge overpriced at over fifteen bucks. I guess we're paying a little extra to have the name Logitech printed on some otherwise generic hardware.",2,2
Great case very durable. Would like to see a way to add a lock to keep others out. Would recommend this item.,2,0
I had these 3 or 4 years ago broke but well made etc /now it is cheap sounds cheap 3 is High but you can here ok with it,0,0
"I was looking for a charger that would charge my Nexus 7 fast so I bought the official charger, it still takes many hours to finish charging. I don't think there is anything wrong with it, it just like filling your gas tank through a straw sized tube.",1,1
"...I have purchased SquareTrade protection plans for various other devices: an iPod Touch, a dehumidifier, a Nintendo 3DS, etc. I have yet to file a claim, but I've heard great things about SquareTrade and I think their plans are better than other company's (including Apple). I know their customer service is great, because I've been in contact with them to ask questions, get things clarified, etc. So, that's what I know to this point. If I have to file a claim I'll come back and update my review. But as of now, I have nothing but good things to say about SquareTrade.",2,2
"This is a typical cheap $2 mic that has an overbuilt stand and mic handle.Junk, Stopped working after about two months. It just sits on my desktop.This has been used for less than 5 hours.",0,1
The case is a extremly tight fit. You need a screw driver to take off the case. That is how tight it is. Also I only took it off once and the internal case got pryed off a little too. So my phone became extremly laggy and the SD card takes a while to respond.The battery doesn't last any longer then the original battery for me. If not it lasts less.I can spend 5% of the battery within 1 or 2 minutes.Would I recommend this? No.,0,2
"I was searching for headboard with nice microfiber/velour fabric and on the picture it looks like that is what I was looking for. I was disappointed when received,-fabric looks cheap and I would not buy it if I see it in store. Seller should make more clear picture so buyer can see what to expect. I didn't return it, it is a big item and too much hassle to return. It is difficult to find something to match this headboard in my bedroom. Frame and quality are good though.",1,2
"I really like how this case came in really fast rather than having to wait like a month to get it, I also liked that is clear and obviously people can't see that I have a case on. But the only thing I didnt like was that it got scratches really fast",1,1
If you do not know how to use this item you are just waisting your money.  It leaves air bubbles and It does not tell you how to use it or how to get them out.,0,1
"There is a knife for every use.  I already have the utility knife and it quickly became my favorite, and it is easy to locate due to it's color.  The knives are coated so everything slides away from the knife. I have arthritis in my hands and I am always looking for kitchen utensils that make my work easier; these knives are perfect as they are super sharp. They just glide through everything.The only downside is the set did not come with a knife block, a couple of the knives came with it's own knife stand but a block would have protected them all.Highly recommend! Great price for the quality of knives!",2,2
"I received the grinder today (Dec. 14, 2013) and its body is not stainless steel, as shown on the picture, but the same white rubber as the top. This has a completely different look.  I am returning it, what a pain.It appears the seller (Prime Time) sent me a different item, Bodum Bistro Salt and Pepper Grinder - White. This seller is not recommended.",0,1
"I got a small paring knife to try first before ordering this.  I've never been able to chop foods like the chefs on TV until getting this knife.It is non-stick.  I don't think I've ever had knife this sharp. It is lightweight and easy to hold since I have arthritis.  The only con is that you have to wash and dry by hand, but all knives should be cleaned this way to keep the edge.",2,1
"For the price I expected a heavy-duty drying rack, but the Badoogi feels very light weight and cheap. The racks are flimsy and forget those sock holder clips on the edges- I broke three just in putting the rack together. The rack comes in many pieces and took about an hour to put together. The design of the Badoogi is very clever allowing for so much drying space in a relatively small area, but between it coming missing an essential wheel and being disappointed in the quality overall, I returned mine for a prompt refund.",0,2
"Nice roasting pan, very sturdy handles. But try getting those slippery chrome handles in an upright position (and getting them to stay up) to lift this out of the oven...with potholders on your hands...add a nice size turkey and it really gets interesting.Like I said...love the pan, haven't quite got the knack of the handles.",1,1
"I'm sorry, but it really is poorly designed. Even for the price, it's just terrible. You strap this to your bike, it takes up half the triangle area, and then somehow it doesn't even fit a cell phone. Look at the picture really carefully, and you'll see what I mean. The only pro to this product is that it does strap to the bike very securely.Don't buy this. Even for the low cost you'll regret it. It will make you sad, and you'll be confused and upset.",0,2
"I ordered two of these: one for my Canon 5D Mark III with a 24-70mm f2.8 (1st generation) lens, and the same one for my Canon 1D Mark III that has the 135mm f2.0 lens attached. They are tight, but just stretch it over the body/lens and it gives good protection.",2,1
"I bought this player to replace a very old DVD player, have the ability to play BlueRay discs, and to replace the ability to play videos via internet services that I had via my Roku.  I've yet to play a disc on it, but have played around with the internet connectivity, so I'll just speak to that from now.  First off, a note - it does not come with an HDMI cable, so that needs to be purchased separately.  Since you can buy one of these for $3 or $4, it's not a big deal, but I find it really annoying that in order to make the price a couple dollars cheaper Sony has decided not to include this, thus causing me an extra trip to the store or online order and wait.Regarding the online services, there are a decent amount of them, but not as many as Roku offers, especially considering Roku's library of 3rd party channels that you can load.  However, the main ones I use were there, including Amazon, Netflix, and Pandora.  The only big one that isn't available is TED. Unlike the Roku, though, Sony offers YouTube.  This seems to be offered by about every such connected BlueRay player and Smart TV, so Roku really needs to find a way to offer this again because it is a major omission.In addition, the various offerings are spread into different areas of the interface, including Videos, Music, and Network.  So there's a lot of navigating around.  The user interface is just not very intuitive, then again, the Roku isn't the best either, but Sony's is much worse.  Why these companies can't figure out that people want quick and easy access to the services they use most of the time, I don't know.  There needs to be some kind of ""favorites"" function that lets users quickly browse the 5-10 different ""channels"" or whatever you want to call them, but instead you need to go through a long list of them to find the one you're looking for.  About the only shortcut that Sony provides is a Netflix button on the remote.  This is helpful, but only for watching Netflix.Sony's website for signing up and managing content is simple, but again, could use some user interface work.  Streaming things so far worked very well through the player, better than the Roku in my initial testing.  The only issue other than the interface issues I mention above are that it can take a while to load a new ""channel""  - we're talking anywhere from a few seconds to 10 or 15 seconds.  Really way too long in my opinion.",1,2
"This is a great alternative for the price, however the official MCE remote is probably better if you want to use custom remote software to drive other software outside of MCE (i.e. plex or xbmc).  If you are OK with what comes out of the box, then this will work well.  If not, well it still works, but isn't the easiest to configure and has limitations.",2,1
"I like this case a lot, but it opens to the right instead of to the left. This makes it awkward to hold it in your left hand and to flip pages with your right hand.",2,1
These supposed clear cases came all bunched together and they were all scratching each other up so they look a year old and have never even been on a phone....won't use.,0,1
"Several of us in the family got iPhones at the same time, but none of us thought about covers ahead of time. I bought this package to help us through the little period between getting the phones and making a decision about how we wanted to protect them. These covers worked great for that purpose, but they weren't a long-term solution. I didn't expect them to be, but they came very quickly and that's exactly what I wanted.",1,1
"This went from a 5 star review to a 2 star review. Lifespan and quality is extremely questionable with these drives. I have 12 in very light production use and 4 have already failed in less than 6 months. That's terrible quality. I have one in my machine at home and it's fine. Go figure. I won't trust OCZ with my data any more. The Intel drives are more expensive and perform slower on paper, but I'll go with them for reliability.",0,2
I needed a durable backpack for my notebook on my deployment in Iraq. I've been using it for over five months now. It has handle sandstorm and the harsh climate. I even modified to carry many of my military items including my rifle (hanging on the front d-rings). Thats an estimated weight of 50 lbs. and sometimes more. Not only I suggest this backpack but the whole entire line of Targus notebook bags since many of my co-workers actually have the same brand.,2,2
Looked on Amazon for while until I found this case. It's semi flexible & has a feel nice feel. Also really like the matte black look. Price is right so I'm glad it bought it,2,1
This died after two weeks on the road.  I wish I could change the star rating to zero.  Poor product.,0,0
"I bought this case for my wife. I put it on her phone, I was worried that it was a cheap case. Well, I was far from the truth. It fit perfect and it feels and looks great. She loves it. Also, i could not take it off, because it snapped on tight, I wanted to replace the screen protector, I may have to try again some other day.I would buy this again as the price is more than low and the built quality is better than I expected.",2,2
"I purchased this primarily for cleaning grout.  It is a worthless grout cleaner.  I really couldn't tell any difference.  We have a large glass shower and it did clean up that surface satisfactorily.  But then, so does Windex.  It does a good job on upholstery and lampshades.  I steamed my husband's creased jacket and while it did make it look better, my husband still pronounced it unwearable.  I also tried in on the stove.  It did clean very well around the gas burners, knocking off some of the built up stains but, again, was worthless on the inside glass door of the oven.  I suppose if one wants to freshen things up this would be good, but it certainly does not do what the commercials would have you believe.  I did not try it on granite counters because by the time I assembled it I could have finished the job with granite cleaner and paper towels.  Right now I am undecided as to whether or not to keep it.  It is an expensive gadget which probably would not see the amount of use to justify the expense.  Anyway, I am so disappointed regarding grout cleaning.  Actually, I can't think of anything it does outstandingly well.",0,2
"Purchased this cable two months ago, and it failed after about 30 days of use.When I say ""use,"" what I really mean is that the cable sat in the shipping box for a month until we needed it, then when I plugged it in I have received nothing but static, poor audio, failure of the microphone side, and so forth.I had purchased another similar cable a few months ago, and that one is performing fine.Disappointing quality control.",0,1
"For whatever reason, this mouse seems to randomly lose signal with the USB transmitter that is plugged into the front of my computer.  Battery changes don't help so it doesn't appear to be power related.  But for some reason, on some random Thursdays in odd-number months in the early morning hours only when I'm wearing shorts, it loses signal intermittently (off and on every few seconds.)  If I move it closer, it works again.  Then, the next day it works fine for some undetermined amount of time until the above repeats itself again.  Weird.  However, when it works I have no complaints and it's a great mouse!!",1,2
"The packaging that the chargers came in was very nice. Bonus points for thefact that I got a black charger and also a white charger in the box, so Iwas able to pick out which one worked best with my car console's interior.Also, the charger came with 2 micro usb cables, which was very nice, sinceI have mainly iPhone chargers (the old ones) and don't have enough microusb charging cables. This allows me to keep a charger with the micro usbchord in my car for easy access and charging.The charger body itself seemed to be very well contructed and fit verysnugly into my car's cigarette lighter. If stayed very well - in fact, Iwas very impressed by how snugly it fit. Even with the additional weight ofthe charging cable, the charger body did not budge and stayed in the socketeven when it got bumped a few times. It's a nice added bonus that thereseems to be a blue light indicating when the body is properly plugged inand ready to charge your device.I really liked that the charger body is separate from the chord so that youcan just have an extra usb chord in your car and change the device that ischarging with ease without having to take the charger body in and out.Very nice product and I am very pleased with it.",2,2
"I bought this item as extra storage for my eee pc 901. For the first couple of days, I did not have any problems with saving data to this card. After about two weeks, a couple of the files became corrupt. A week after files began to be corrupted, my eee pc started flickering and not reading the card. I read on the eee pc forum and within Amazon reviews that there is a 33% failure rate. I got a dud. I am willing to try again given that when it works, it really works well and it is a good value.Crossing fingers........",0,2
